#separator:tab
#html:true
"<span class=""cloze-inactive"" data-ordinal=""2""><b style="""">Heisenberg uncertainty principle</b></span> says we <u style="""">cannot</u>&nbsp;know a particle's <span class=""cloze"" data-cloze=""position"" data-ordinal=""1"">[...]</span> &amp; <span class=""cloze"" data-cloze=""momentum"" data-ordinal=""1"">[...]</span> simultaneously."	"<span class=""cloze-inactive"" data-ordinal=""2""><b style="""">Heisenberg uncertainty principle</b></span> says we <u style="""">cannot</u>&nbsp;know a particle's <span class=""cloze"" data-ordinal=""1"">position</span> &amp; <span class=""cloze"" data-ordinal=""1"">momentum</span> simultaneously.
<hr>

<div style=""font-style:italic;color:gray;"">

<div>Because of this, we can only describe an electron's location with a probability function.</div><div><br></div><img src=""paste-9190c35526462964b8b8543d1a3d19d78b43b2d4.jpg""></div>"
"Shortcut to calculate the <span class=""cloze"" data-cloze=""&lt;b&gt;pH&lt;&#x2F;b&gt;&#x20;of&#x20;a&#x20;&lt;u&gt;&lt;i&gt;weak&lt;&#x2F;i&gt;&#x20;acid&lt;&#x2F;u&gt;"" data-ordinal=""2"">[...]</span> when <i>given</i> its <span class=""cloze"" data-cloze=""pK&lt;sub&gt;a&amp;nbsp&#x3B;&lt;&#x2F;sub&gt;&#x28;between&#x20;2&#x20;and&#x20;12&#x29;"" data-ordinal=""2"">[...]</span>...<div><br></div><div><div><span class=""cloze-inactive"" data-ordinal=""1"">pH = 0.5(pK<sub>a</sub>) - (0.5(log([HA]))</span></div></div>"	"Shortcut to calculate the <span class=""cloze"" data-ordinal=""2""><b>pH</b> of a <u><i>weak</i> acid</u></span> when <i>given</i> its <span class=""cloze"" data-ordinal=""2"">pK<sub>a&nbsp;</sub>(between 2 and 12)</span>...<div><br></div><div><div><span class=""cloze-inactive"" data-ordinal=""1"">pH = 0.5(pK<sub>a</sub>) - (0.5(log([HA]))</span></div></div>
<hr>

<div style=""font-style:italic;color:gray;"">

- This can ONLY be done if the pK<sub>a</sub> is between 2 and 12.<div><br></div><div>- Ex: Find the pH of a solution of 0.1 M HClO with a pK<sub>a</sub> of 7.2.</div><div>&nbsp; &nbsp;1. Plug into pH = 0.5(pKa) - (0.5(log([HA]).</div><div>&nbsp; &nbsp;2. pH = 3.6 - (0.5(log(0.1)) → pH = 3.6 - (0.5(-1)) → pH = 3.6 - (-0.5) → pH = 4.1.</div></div>"
"Shortcut to calculate the <span class=""cloze-inactive"" data-ordinal=""2""><b>pH</b> of a <u><i>weak</i> acid</u></span> when <i>given</i> its <span class=""cloze-inactive"" data-ordinal=""2"">pK<sub>a&nbsp;</sub>(between 2 and 12)</span>...<div><br></div><div><div><span class=""cloze"" data-cloze=""pH&#x20;&#x3D;&#x20;0&#x2E;5&#x28;pK&lt;sub&gt;a&lt;&#x2F;sub&gt;&#x29;&#x20;&#x2D;&#x20;&#x28;0&#x2E;5&#x28;log&#x28;&#x5B;HA&#x5D;&#x29;&#x29;"" data-ordinal=""1"">[...]</span></div></div>"	"Shortcut to calculate the <span class=""cloze-inactive"" data-ordinal=""2""><b>pH</b> of a <u><i>weak</i> acid</u></span> when <i>given</i> its <span class=""cloze-inactive"" data-ordinal=""2"">pK<sub>a&nbsp;</sub>(between 2 and 12)</span>...<div><br></div><div><div><span class=""cloze"" data-ordinal=""1"">pH = 0.5(pK<sub>a</sub>) - (0.5(log([HA]))</span></div></div>
<hr>

<div style=""font-style:italic;color:gray;"">

- This can ONLY be done if the pK<sub>a</sub> is between 2 and 12.<div><br></div><div>- Ex: Find the pH of a solution of 0.1 M HClO with a pK<sub>a</sub> of 7.2.</div><div>&nbsp; &nbsp;1. Plug into pH = 0.5(pKa) - (0.5(log([HA]).</div><div>&nbsp; &nbsp;2. pH = 3.6 - (0.5(log(0.1)) → pH = 3.6 - (0.5(-1)) → pH = 3.6 - (-0.5) → pH = 4.1.</div></div>"
"<b>Oxyacids</b> (i.e. HClO<sub>4</sub>) become <span class=""cloze"" data-cloze=""&lt;i&gt;more&lt;&#x2F;i&gt;"" data-ordinal=""1"">[less/more]</span> <u>acidic</u> as the <span class=""cloze-inactive"" data-ordinal=""2"">electronegativity</span> of the halide <span class=""cloze-inactive"" data-ordinal=""3""><i>increases</i></span>."	"<b>Oxyacids</b> (i.e. HClO<sub>4</sub>) become <span class=""cloze"" data-ordinal=""1""><i>more</i></span> <u>acidic</u> as the <span class=""cloze-inactive"" data-ordinal=""2"">electronegativity</span> of the halide <span class=""cloze-inactive"" data-ordinal=""3""><i>increases</i></span>.
<hr>

<div style=""font-style:italic;color:gray;"">

- Don't confuse this with how the acidity of acid halides (like HCl) increases with increased halide size.<div>- A more electronegative halide is able to further weaken the bond between the O-H - making it more acidic.</div><div><br></div><div><img src=""7601-90-3.png""><br></div></div>"
"<b>Oxyacids</b> (i.e. HClO<sub>4</sub>) become <span class=""cloze-inactive"" data-ordinal=""1""><i>more</i></span> <u>acidic</u> as the <span class=""cloze-inactive"" data-ordinal=""2"">electronegativity</span> of the halide <span class=""cloze"" data-cloze=""&lt;i&gt;increases&lt;&#x2F;i&gt;"" data-ordinal=""3"">[increases/decreases]</span>."	"<b>Oxyacids</b> (i.e. HClO<sub>4</sub>) become <span class=""cloze-inactive"" data-ordinal=""1""><i>more</i></span> <u>acidic</u> as the <span class=""cloze-inactive"" data-ordinal=""2"">electronegativity</span> of the halide <span class=""cloze"" data-ordinal=""3""><i>increases</i></span>.
<hr>

<div style=""font-style:italic;color:gray;"">

- Don't confuse this with how the acidity of acid halides (like HCl) increases with increased halide size.<div>- A more electronegative halide is able to further weaken the bond between the O-H - making it more acidic.</div><div><br></div><div><img src=""7601-90-3.png""><br></div></div>"
"<b>Oxyacids</b> (i.e. HClO<sub>4</sub>) become <span class=""cloze-inactive"" data-ordinal=""1""><i>more</i></span> <u>acidic</u> as the <span class=""cloze"" data-cloze=""electronegativity"" data-ordinal=""2"">[property]</span> of the halide <span class=""cloze-inactive"" data-ordinal=""3""><i>increases</i></span>."	"<b>Oxyacids</b> (i.e. HClO<sub>4</sub>) become <span class=""cloze-inactive"" data-ordinal=""1""><i>more</i></span> <u>acidic</u> as the <span class=""cloze"" data-ordinal=""2"">electronegativity</span> of the halide <span class=""cloze-inactive"" data-ordinal=""3""><i>increases</i></span>.
<hr>

<div style=""font-style:italic;color:gray;"">

- Don't confuse this with how the acidity of acid halides (like HCl) increases with increased halide size.<div>- A more electronegative halide is able to further weaken the bond between the O-H - making it more acidic.</div><div><br></div><div><img src=""7601-90-3.png""><br></div></div>"
"<b>Oxyacids</b> (i.e. HClO<sub>4</sub>) become <span class=""cloze"" data-cloze=""&lt;i&gt;less&lt;&#x2F;i&gt;"" data-ordinal=""1"">[less/more]</span> <u>acidic</u> as the <span class=""cloze-inactive"" data-ordinal=""2"">electronegativity</span> of the halide <span class=""cloze-inactive"" data-ordinal=""3""><i>decreases</i></span>."	"<b>Oxyacids</b> (i.e. HClO<sub>4</sub>) become <span class=""cloze"" data-ordinal=""1""><i>less</i></span> <u>acidic</u> as the <span class=""cloze-inactive"" data-ordinal=""2"">electronegativity</span> of the halide <span class=""cloze-inactive"" data-ordinal=""3""><i>decreases</i></span>.
<hr>

<div style=""font-style:italic;color:gray;"">

- Don't confuse this with how the acidity of acid halides (like HCl) increases with increased halide size.<div>- A more electronegative halide is able to further weaken the bond between the O-H - making it more acidic.</div><div><br></div><div><img src=""7601-90-3.png""><br></div></div>"
"<b>Oxyacids</b> (i.e. HClO<sub>4</sub>) become <span class=""cloze-inactive"" data-ordinal=""1""><i>less</i></span> <u>acidic</u> as the <span class=""cloze"" data-cloze=""electronegativity"" data-ordinal=""2"">[property]</span> of the halide <span class=""cloze-inactive"" data-ordinal=""3""><i>decreases</i></span>."	"<b>Oxyacids</b> (i.e. HClO<sub>4</sub>) become <span class=""cloze-inactive"" data-ordinal=""1""><i>less</i></span> <u>acidic</u> as the <span class=""cloze"" data-ordinal=""2"">electronegativity</span> of the halide <span class=""cloze-inactive"" data-ordinal=""3""><i>decreases</i></span>.
<hr>

<div style=""font-style:italic;color:gray;"">

- Don't confuse this with how the acidity of acid halides (like HCl) increases with increased halide size.<div>- A more electronegative halide is able to further weaken the bond between the O-H - making it more acidic.</div><div><br></div><div><img src=""7601-90-3.png""><br></div></div>"
"<b>Oxyacids</b> (i.e. HClO<sub>4</sub>) become <span class=""cloze-inactive"" data-ordinal=""1""><i>less</i></span> <u>acidic</u> as the <span class=""cloze-inactive"" data-ordinal=""2"">electronegativity</span> of the halide <span class=""cloze"" data-cloze=""&lt;i&gt;decreases&lt;&#x2F;i&gt;"" data-ordinal=""3"">[increases/decreases]</span>."	"<b>Oxyacids</b> (i.e. HClO<sub>4</sub>) become <span class=""cloze-inactive"" data-ordinal=""1""><i>less</i></span> <u>acidic</u> as the <span class=""cloze-inactive"" data-ordinal=""2"">electronegativity</span> of the halide <span class=""cloze"" data-ordinal=""3""><i>decreases</i></span>.
<hr>

<div style=""font-style:italic;color:gray;"">

- Don't confuse this with how the acidity of acid halides (like HCl) increases with increased halide size.<div>- A more electronegative halide is able to further weaken the bond between the O-H - making it more acidic.</div><div><br></div><div><img src=""7601-90-3.png""><br></div></div>"
"<span class=""cloze"" data-cloze=""&lt;b&gt;Thiols&lt;&#x2F;b&gt;"" data-ordinal=""1"">[alcohols/thiols]</span> are <span class=""cloze-inactive"" data-ordinal=""2""><i>more</i></span> <u>acidic</u> than <span class=""cloze"" data-cloze=""&lt;b&gt;alcohols&lt;&#x2F;b&gt;"" data-ordinal=""1"">[alcohols/thiols]</span> because <span class=""cloze-inactive"" data-ordinal=""3"">sulfur is <i>larger</i>&nbsp;in size</span> than oxygen."	"<span class=""cloze"" data-ordinal=""1""><b>Thiols</b></span> are <span class=""cloze-inactive"" data-ordinal=""2""><i>more</i></span> <u>acidic</u> than <span class=""cloze"" data-ordinal=""1""><b>alcohols</b></span> because <span class=""cloze-inactive"" data-ordinal=""3"">sulfur is <i>larger</i>&nbsp;in size</span> than oxygen.
<hr>

<div style=""font-style:italic;color:gray;"">

<div>- Since sulfur is larger than oxygen, it more easily loses its H<sup>+</sup> proton.</div><div>- As you move down the perioidic table, a larger atom results in greater acidity.</div><div><br></div><div><img src=""paste-147fcbd6dc88f2213d4b3d38884aefac99963a64.jpg""><br></div><div><br></div><img src=""2-acidity-increases-going-down-the-periodic-table-alcohol-pkas-about-16-thiol-pkas-about-10-11-and-selenol-pka-abou.gif""></div>"
"<span class=""cloze-inactive"" data-ordinal=""1""><b>Thiols</b></span> are <span class=""cloze-inactive"" data-ordinal=""2""><i>more</i></span> <u>acidic</u> than <span class=""cloze-inactive"" data-ordinal=""1""><b>alcohols</b></span> because <span class=""cloze"" data-cloze=""sulfur&#x20;is&#x20;&lt;i&gt;larger&lt;&#x2F;i&gt;&amp;nbsp&#x3B;in&#x20;size"" data-ordinal=""3"">[...]</span> than oxygen."	"<span class=""cloze-inactive"" data-ordinal=""1""><b>Thiols</b></span> are <span class=""cloze-inactive"" data-ordinal=""2""><i>more</i></span> <u>acidic</u> than <span class=""cloze-inactive"" data-ordinal=""1""><b>alcohols</b></span> because <span class=""cloze"" data-ordinal=""3"">sulfur is <i>larger</i>&nbsp;in size</span> than oxygen.
<hr>

<div style=""font-style:italic;color:gray;"">

<div>- Since sulfur is larger than oxygen, it more easily loses its H<sup>+</sup> proton.</div><div>- As you move down the perioidic table, a larger atom results in greater acidity.</div><div><br></div><div><img src=""paste-147fcbd6dc88f2213d4b3d38884aefac99963a64.jpg""><br></div><div><br></div><img src=""2-acidity-increases-going-down-the-periodic-table-alcohol-pkas-about-16-thiol-pkas-about-10-11-and-selenol-pka-abou.gif""></div>"
"<span class=""cloze-inactive"" data-ordinal=""1""><b>Thiols</b></span> are <span class=""cloze"" data-cloze=""&lt;i&gt;more&lt;&#x2F;i&gt;"" data-ordinal=""2"">[less/more]</span> <u>acidic</u> than <span class=""cloze-inactive"" data-ordinal=""1""><b>alcohols</b></span> because <span class=""cloze-inactive"" data-ordinal=""3"">sulfur is <i>larger</i>&nbsp;in size</span> than oxygen."	"<span class=""cloze-inactive"" data-ordinal=""1""><b>Thiols</b></span> are <span class=""cloze"" data-ordinal=""2""><i>more</i></span> <u>acidic</u> than <span class=""cloze-inactive"" data-ordinal=""1""><b>alcohols</b></span> because <span class=""cloze-inactive"" data-ordinal=""3"">sulfur is <i>larger</i>&nbsp;in size</span> than oxygen.
<hr>

<div style=""font-style:italic;color:gray;"">

<div>- Since sulfur is larger than oxygen, it more easily loses its H<sup>+</sup> proton.</div><div>- As you move down the perioidic table, a larger atom results in greater acidity.</div><div><br></div><div><img src=""paste-147fcbd6dc88f2213d4b3d38884aefac99963a64.jpg""><br></div><div><br></div><img src=""2-acidity-increases-going-down-the-periodic-table-alcohol-pkas-about-16-thiol-pkas-about-10-11-and-selenol-pka-abou.gif""></div>"
"<span class=""cloze-inactive"" data-ordinal=""1""><b>Alcohols</b></span> are <span class=""cloze-inactive"" data-ordinal=""2""><i>less</i></span> <u>acidic</u> than <span class=""cloze-inactive"" data-ordinal=""1""><b>thiols</b></span> because <span class=""cloze"" data-cloze=""sulfur&#x20;is&#x20;&lt;i&gt;larger&lt;&#x2F;i&gt;&amp;nbsp&#x3B;in&#x20;size"" data-ordinal=""3"">[...]</span> than oxygen."	"<span class=""cloze-inactive"" data-ordinal=""1""><b>Alcohols</b></span> are <span class=""cloze-inactive"" data-ordinal=""2""><i>less</i></span> <u>acidic</u> than <span class=""cloze-inactive"" data-ordinal=""1""><b>thiols</b></span> because <span class=""cloze"" data-ordinal=""3"">sulfur is <i>larger</i>&nbsp;in size</span> than oxygen.
<hr>

<div style=""font-style:italic;color:gray;"">

<div>- Because sulfur is larger in size, it has a weaker hold on the acidic proton.</div><div>- As you move down the perioidic table, a larger atom results in greater acidity.</div><div><br></div><div><img src=""paste-147fcbd6dc88f2213d4b3d38884aefac99963a64.jpg""><br></div><div><br></div><img src=""2-acidity-increases-going-down-the-periodic-table-alcohol-pkas-about-16-thiol-pkas-about-10-11-and-selenol-pka-abou.gif""></div>"
"<span class=""cloze-inactive"" data-ordinal=""1""><b>Alcohols</b></span> are <span class=""cloze"" data-cloze=""&lt;i&gt;less&lt;&#x2F;i&gt;"" data-ordinal=""2"">[less/more]</span> <u>acidic</u> than <span class=""cloze-inactive"" data-ordinal=""1""><b>thiols</b></span> because <span class=""cloze-inactive"" data-ordinal=""3"">sulfur is <i>larger</i>&nbsp;in size</span> than oxygen."	"<span class=""cloze-inactive"" data-ordinal=""1""><b>Alcohols</b></span> are <span class=""cloze"" data-ordinal=""2""><i>less</i></span> <u>acidic</u> than <span class=""cloze-inactive"" data-ordinal=""1""><b>thiols</b></span> because <span class=""cloze-inactive"" data-ordinal=""3"">sulfur is <i>larger</i>&nbsp;in size</span> than oxygen.
<hr>

<div style=""font-style:italic;color:gray;"">

<div>- Because sulfur is larger in size, it has a weaker hold on the acidic proton.</div><div>- As you move down the perioidic table, a larger atom results in greater acidity.</div><div><br></div><div><img src=""paste-147fcbd6dc88f2213d4b3d38884aefac99963a64.jpg""><br></div><div><br></div><img src=""2-acidity-increases-going-down-the-periodic-table-alcohol-pkas-about-16-thiol-pkas-about-10-11-and-selenol-pka-abou.gif""></div>"
"<span class=""cloze"" data-cloze=""&lt;b&gt;Alcohols&lt;&#x2F;b&gt;"" data-ordinal=""1"">[alcohols/thiols]</span> are <span class=""cloze-inactive"" data-ordinal=""2""><i>less</i></span> <u>acidic</u> than <span class=""cloze"" data-cloze=""&lt;b&gt;thiols&lt;&#x2F;b&gt;"" data-ordinal=""1"">[alcohols/thiols]</span> because <span class=""cloze-inactive"" data-ordinal=""3"">sulfur is <i>larger</i>&nbsp;in size</span> than oxygen."	"<span class=""cloze"" data-ordinal=""1""><b>Alcohols</b></span> are <span class=""cloze-inactive"" data-ordinal=""2""><i>less</i></span> <u>acidic</u> than <span class=""cloze"" data-ordinal=""1""><b>thiols</b></span> because <span class=""cloze-inactive"" data-ordinal=""3"">sulfur is <i>larger</i>&nbsp;in size</span> than oxygen.
<hr>

<div style=""font-style:italic;color:gray;"">

<div>- Because sulfur is larger in size, it has a weaker hold on the acidic proton.</div><div>- As you move down the perioidic table, a larger atom results in greater acidity.</div><div><br></div><div><img src=""paste-147fcbd6dc88f2213d4b3d38884aefac99963a64.jpg""><br></div><div><br></div><img src=""2-acidity-increases-going-down-the-periodic-table-alcohol-pkas-about-16-thiol-pkas-about-10-11-and-selenol-pka-abou.gif""></div>"
"When you're comparing the relative acidities of two atoms in the same group, the compound with the <span class=""cloze"" data-cloze=""&lt;i&gt;largest&lt;&#x2F;i&gt;&#x20;atomic&#x20;radius"" data-ordinal=""1"">[...]</span> will be the <span class=""cloze-inactive"" data-ordinal=""2""><i>most</i></span> <u>acidic</u>."	"When you're comparing the relative acidities of two atoms in the same group, the compound with the <span class=""cloze"" data-ordinal=""1""><i>largest</i> atomic radius</span> will be the <span class=""cloze-inactive"" data-ordinal=""2""><i>most</i></span> <u>acidic</u>.
<hr>

<div style=""font-style:italic;color:gray;"">

<div>- Because sulfur is larger in size, it has a weaker hold on the acidic proton.</div><div>- As you move down the perioidic table, a larger atom results in greater acidity.</div><div><br></div><div><img src=""paste-147fcbd6dc88f2213d4b3d38884aefac99963a64.jpg""><br></div><div><br></div><img src=""2-acidity-increases-going-down-the-periodic-table-alcohol-pkas-about-16-thiol-pkas-about-10-11-and-selenol-pka-abou.gif""></div>"
"When you're comparing the relative acidities of two atoms in the same group, the compound with the <span class=""cloze-inactive"" data-ordinal=""1""><i>largest</i> atomic radius</span> will be the <span class=""cloze"" data-cloze=""&lt;i&gt;most&lt;&#x2F;i&gt;"" data-ordinal=""2"">[least/most]</span> <u>acidic</u>."	"When you're comparing the relative acidities of two atoms in the same group, the compound with the <span class=""cloze-inactive"" data-ordinal=""1""><i>largest</i> atomic radius</span> will be the <span class=""cloze"" data-ordinal=""2""><i>most</i></span> <u>acidic</u>.
<hr>

<div style=""font-style:italic;color:gray;"">

<div>- Because sulfur is larger in size, it has a weaker hold on the acidic proton.</div><div>- As you move down the perioidic table, a larger atom results in greater acidity.</div><div><br></div><div><img src=""paste-147fcbd6dc88f2213d4b3d38884aefac99963a64.jpg""><br></div><div><br></div><img src=""2-acidity-increases-going-down-the-periodic-table-alcohol-pkas-about-16-thiol-pkas-about-10-11-and-selenol-pka-abou.gif""></div>"
"When you're comparing the relative acidities of two atoms in the same group, the compound with the <span class=""cloze-inactive"" data-ordinal=""1""><i>smallest</i> atomic radius</span> will be the <span class=""cloze"" data-cloze=""&lt;i&gt;least&lt;&#x2F;i&gt;"" data-ordinal=""2"">[least/most]</span> <u>acidic</u>."	"When you're comparing the relative acidities of two atoms in the same group, the compound with the <span class=""cloze-inactive"" data-ordinal=""1""><i>smallest</i> atomic radius</span> will be the <span class=""cloze"" data-ordinal=""2""><i>least</i></span> <u>acidic</u>.
<hr>

<div style=""font-style:italic;color:gray;"">

<div>- Because sulfur is larger in size, it has a weaker hold on the acidic proton.</div><div>- As you move down the perioidic table, a larger atom results in greater acidity.</div><div><br></div><div><img src=""paste-147fcbd6dc88f2213d4b3d38884aefac99963a64.jpg""><br></div><div><br></div><img src=""2-acidity-increases-going-down-the-periodic-table-alcohol-pkas-about-16-thiol-pkas-about-10-11-and-selenol-pka-abou.gif""></div>"
